1,25,0,0,22,7,0
1,24,0,0,24,7,1
1,25,6,0,24,5,0
1,25,5,0,24,4,0
1,27,6,0,25,8,0
1,26,5,0,25,6,0
1,28,5,0,25,5,0
2,26,6,0,25,8,0
2,25,3,0,25,12,0
2,25,2,0,25,5,0
2,26,3,0,23,5,0
2,24,7,0,20,8,0
2,23,7,0,18,3,0
2,24,8,0,20,2,0
3,25,6,0,21,6,0
3,24,3,0,23,8,0
3,24,0,0,22,0,0
3,25,0,0,24,3,0
3,26,1,0,25,4,0
3,27,1,0,26,8,0
3,27,2,0,25,5,0
4,26,2,0,24,6,0
4,24,2,0,24,7,0
4,24,2,0,24,8,0
4,24,2,0,23,9,0
4,25,0,0,23,4,0
4,25,4,0,24,5,0
4,26,4,0,23,6,0
5,24,4,0,24,7,0
5,25,4,0,25,7,0
5,27,5,0,26,9,0
5,25,5,0,25,11,0
5,26,7,0,24,5,0
5,22,9,0,22,12,0
5,25,4,0,21,13,0
6,24,7,0,23,13,0
6,26,7,0,22,12,0
6,25,4,0,24,5,0
6,27,6,0,24,5,0
6,26,6,0,25,12,0
6,28,6,0,25,8,0
6,27,7,0,25,9,0
7,28,6,0,22,9,0
7,26,9,0,23,4,1
7,27,6,0,23,4,0
7,29,4,0,24,3,0
7,29,6,0,26,5,0
7,29,7,0,27,6,0
7,29,7,0,26,3,0
8,28,7,0,26,5,0
8,28,7,0,29,7,0
8,28,7,0,25,8,0
8,27,7,0,26,8,0
8,27,7,0,26,10,0
8,28,8,0,26,12,0
8,28,7,0,26,10,0
9,28,9,0,26,11,0
9,29,8,0,27,9,0
9,30,6,0,27,11,0
9,30,8,0,26,9,0
9,31,9,0,27,6,0
9,31,8,0,27,8,0
9,30,8,0,27,8,0
10,30,7,0,27,10,0
10,28,8,0,24,12,1
10,28,6,0,25,11,1
10,28,6,0,26,11,1
10,29,6,0,25,8,0
10,28,7,0,22,10,0
10,27,9,0,23,3,0
11,28,7,0,25,6,0
11,28,8,0,25,9,0
11,29,9,0,25,10,0
11,26,10,0,22,11,1
11,28,13,0,24,9,0
11,28,9,0,25,8,0
11,29,11,0,26,6,0
12,30,10,0,27,6,0
12,31,10,0,28,7,0
12,31,11,0,26,4,0
12,31,10,0,26,7,0
12,31,11,0,27,8,0
12,32,9,0,28,7,0
12,31,9,0,29,7,0
13,31,11,0,28,11,0
13,31,8,0,28,13,1
13,31,10,0,29,12,0
13,32,10,0,29,14,0
13,31,6,0,30,12,0
13,30,7,0,28,10,0
13,30,13,0,29,14,0
14,31,7,0,27,13,0
14,31,8,0,26,11,0
14,31,9,0,28,15,0
14,31,12,0,28,13,1
14,31,11,0,29,11,0
14,32,12,0,29,14,0
14,32,11,0,30,12,0
15,32,11,0,31,14,0
15,32,12,0,31,12,0
15,33,11,0,32,14,0
15,31,15,0,27,13,0
15,32,14,0,30,11,0
15,33,13,0,30,13,0
15,33,14,0,29,17,0
16,31,12,0,26,11,1
16,31,14,0,24,10,1
16,32,12,0,25,11,1
16,32,10,0,27,13,1
16,31,10,0,29,13,0
16,32,11,0,28,11,1
16,32,12,0,28,14,0
17,32,13,0,28,14,1
17,31,12,0,28,15,0
17,32,13,0,29,14,0
17,33,10,0,28,17,0
17,32,11,0,31,14,0
17,33,9,0,29,13,0
17,33,16,0,29,11,0
18,33,14,0,29,14,0
18,33,15,0,29,15,1
18,33,14,1,29,12,1
18,31,15,0,23,15,1
18,28,15,0,25,7,0
18,31,15,0,28,12,1
18,31,16,0,27,11,0
19,33,15,0,29,12,0
19,31,16,0,31,14,0
19,33,15,0,29,16,1
19,32,13,0,29,15,1
19,32,13,0,29,16,0
19,33,12,0,28,14,0
19,34,11,0,30,16,0
20,34,12,0,29,15,0
20,33,14,0,30,14,1
20,33,12,0,30,15,1
20,33,12,0,29,16,1
20,32,12,0,29,15,1
20,32,14,0,29,16,0
20,33,14,0,30,17,0
21,33,13,0,30,17,1
21,31,15,0,25,14,0
21,34,15,0,31,17,0
21,35,14,0,33,15,0
21,34,15,0,32,14,0
21,36,14,0,32,17,0
21,36,18,0,33,15,0
22,36,17,0,32,17,0
22,35,17,0,32,17,0
22,34,17,0,30,13,1
22,33,16,0,28,16,0
22,32,19,0,24,13,0
22,33,16,0,27,10,0
22,33,15,0,27,10,0
23,32,15,0,27,11,0
23,33,16,1,25,14,0
23,32,19,0,28,14,0
23,32,18,0,28,12,0
23,33,17,0,29,12,0
23,33,17,0,29,15,0
23,32,19,0,30,13,0
24,33,18,0,29,11,0
24,32,16,1,28,10,0
24,31,16,1,28,12,0
24,30,19,0,28,13,0
24,32,17,0,29,13,0
24,32,17,1,29,13,1
24,32,17,0,28,12,0
25,33,18,0,28,16,0
25,32,20,0,29,15,0
25,31,19,0,27,17,0
25,26,20,0,24,15,1
25,22,17,1,26,15,1
25,27,18,1,26,14,1
25,28,17,1,25,15,1
26,28,19,0,24,15,1
26,28,17,1,25,14,1
26,26,17,1,25,14,1
26,28,18,0,25,14,1
26,28,17,1,20,15,1
26,28,19,1,18,14,1
26,25,18,1,22,14,1
27,24,18,1,20,15,1
27,24,18,1,23,14,1
27,24,17,1,21,13,1
27,26,17,1,25,14,1
27,28,17,0,24,14,1
27,27,17,0,24,15,1
27,28,17,0,24,15,1
28,26,17,1,23,15,1
28,26,17,1,25,15,1
28,26,19,0,24,15,1
28,27,18,1,24,14,1
28,26,17,1,21,15,1
28,25,18,1,21,14,1
28,27,17,1,25,14,1
29,26,15,1,20,14,1
29,26,18,0,22,14,0
29,27,17,1,24,14,1
29,26,16,1,26,13,0
29,26,17,1,25,15,1
29,27,17,0,26,13,1
29,28,16,0,25,12,1
30,27,16,0,26,12,1
30,27,16,0,24,13,1
30,27,17,1,24,14,1
30,26,17,1,24,15,1
30,28,16,0,23,14,0
30,26,16,1,25,13,1
30,25,17,1,24,15,1
31,24,17,1,22,15,1
31,28,16,1,21,14,1
31,27,17,0,22,14,0
31,27,18,0,25,15,0
31,27,16,1,22,14,0
31,26,16,1,26,15,1
31,28,17,0,27,14,1
32,28,18,1,25,15,1
32,26,16,1,26,14,0
32,27,16,0,25,13,1
32,27,16,0,26,14,1
32,25,17,1,27,14,0
32,27,17,1,28,15,0
32,28,17,0,27,13,0
33,27,17,1,25,14,1
33,27,16,1,25,15,1
33,27,17,0,25,13,1
33,28,18,0,24,14,0
33,28,16,1,27,12,0
33,27,16,0,26,13,1
33,28,19,0,26,12,0
34,28,17,0,27,11,0
34,28,16,0,25,13,0
34,28,17,0,23,15,1
34,26,17,1,24,15,1
34,26,18,1,25,14,1
34,27,16,1,25,15,1
34,26,17,0,24,14,1
35,27,15,0,25,16,1
35,27,17,1,23,16,1
35,27,17,1,23,14,1
35,27,14,0,23,14,1
35,25,18,1,22,14,1
35,22,18,1,23,16,1
35,26,17,1,24,15,1
36,22,18,0,22,15,1
36,26,18,0,22,14,1
36,28,17,1,22,15,1
36,26,14,0,20,15,0
36,26,13,0,21,10,0
36,26,7,0,19,5,0
36,25,8,0,21,4,0
37,26,7,0,22,5,0
37,27,9,0,19,12,0
37,27,18,0,23,14,1
37,28,17,0,26,13,0
37,29,16,0,26,11,0
37,27,16,0,25,11,0
37,24,18,1,25,15,1
38,27,16,0,26,16,1
38,28,15,0,26,13,0
38,26,15,1,24,12,0
38,27,16,0,24,15,0
38,28,16,0,25,14,1
38,27,13,0,23,14,1
38,27,13,0,21,14,1
39,27,17,0,24,15,0
39,27,17,0,26,11,0
39,28,16,0,26,12,0
39,28,16,1,27,14,0
39,28,14,0,27,12,0
39,28,13,1,26,11,0
39,27,14,1,23,12,0
40,27,14,1,21,14,1
40,27,13,0,19,13,0
40,27,12,0,24,12,0
40,27,13,0,25,14,0
40,29,16,0,26,13,0
40,29,16,0,24,14,1
40,27,14,0,24,14,1
41,24,14,0,24,11,1
41,24,17,0,22,14,1
41,24,16,0,22,14,1
41,22,14,0,23,13,1
41,18,15,1,22,12,1
41,21,15,1,19,13,1
41,26,14,1,20,9,1
42,27,11,0,21,11,0
42,27,9,0,23,8,0
42,27,9,0,24,8,0
42,29,11,0,23,7,0
42,25,9,0,22,10,0
42,26,11,0,25,6,0
42,27,13,0,24,6,0
43,27,11,0,23,2,0
43,27,8,0,23,3,0
43,27,7,0,22,2,0
43,26,5,0,24,2,0
43,27,5,0,24,2,0
43,27,11,0,25,2,0
43,27,12,0,23,6,0
44,27,12,0,23,7,0
44,28,11,0,24,5,0
44,28,10,0,23,3,0
44,26,5,0,24,5,0
44,27,7,0,25,6,0
44,28,9,0,24,9,0
44,27,8,0,23,9,0
45,27,9,0,24,9,0
45,27,9,0,25,10,0
45,28,8,0,25,11,0
45,27,10,0,25,13,0
45,27,7,0,23,13,1
45,26,7,0,21,13,1
45,24,9,0,22,8,1
46,26,8,0,22,11,0
46,26,7,0,24,8,0
46,26,8,0,24,10,0
46,25,7,0,24,9,0
46,26,6,0,24,8,0
46,27,6,0,21,10,0
46,25,9,0,22,11,0
47,26,9,0,25,11,1
47,28,10,0,24,10,0
47,27,12,0,25,9,0
47,28,11,0,25,10,0
47,28,9,0,23,12,0
47,28,9,0,23,10,0
47,26,9,0,24,7,0
48,24,7,0,19,11,0
48,18,10,0,17,10,0
48,21,4,0,17,5,1
48,23,-1,0,21,-1,0
48,24,0,0,21,0,0
48,26,2,0,23,3,0
48,27,4,0,24,4,0
49,27,4,0,25,5,0
49,27,5,0,26,6,0
49,27,4,0,26,7,0
49,25,5,0,25,6,0
49,26,4,0,23,6,0
49,24,8,0,22,6,0
49,25,7,0,23,7,0
50,25,6,0,21,6,0
50,24,6,0,20,6,0
50,24,7,0,22,6,0
50,26,7,0,24,5,0
50,26,5,0,24,5,0
50,26,4,0,24,6,0
50,26,4,0,23,6,0
51,25,6,0,18,6,0
51,25,7,0,22,7,0
51,26,8,0,22,6,0
51,25,5,0,23,6,0
51,25,5,0,24,7,0
51,24,6,0,24,10,0
51,26,4,0,24,6,0
52,27,5,0,24,5,0
52,26,4,0,23,6,0
52,24,7,0,23,7,0
52,26,5,0,23,6,0
52,28,8,0,23,7,0
52,24,7,0,22,7,0
52,26,9,0,22,9,0
52,24,11,0,22,9,1
1,20,7,0,22,7,0
1,23,5,0,14,10,0
1,23,3,0,17,7,0
1,22,5,0,20,4,0
1,24,2,0,20,7,0
1,24,5,0,21,4,0
1,22,4,0,21,5,0
2,22,6,0,22,6,0
2,25,3,0,23,8,0
2,26,3,0,24,8,0
2,26,7,0,24,9,0
2,22,11,0,23,5,0
2,25,5,0,22,6,0
2,26,6,0,21,8,1
3,27,6,0,19,10,1
3,27,7,0,22,6,0
3,27,7,0,23,8,0
3,27,5,0,22,6,0
3,28,5,0,23,7,0
3,27,7,0,23,6,0
3,27,6,0,23,6,0
4,26,7,0,24,8,0
4,24,6,0,24,8,0
4,23,3,0,23,9,0
4,24,3,0,22,10,0
4,25,3,0,22,7,0
4,22,5,0,22,5,0
4,20,12,0,22,7,0
5,21,8,0,18,8,0
5,23,11,1,20,9,1
5,26,6,0,20,9,1
5,27,7,0,20,9,1
5,28,6,0,22,7,1
5,26,9,1,22,6,0
5,25,5,0,23,7,0
6,23,12,0,21,10,1
6,22,4,0,19,8,1
6,22,3,0,16,8,1
6,18,9,1,20,8,1
6,14,12,1,18,8,1
6,18,11,1,14,8,1
6,22,12,1,18,11,1
7,21,14,1,20,13,0
7,22,14,1,20,12,0
7,18,12,1,21,13,1
7,23,10,0,22,11,1
7,25,10,0,22,10,0
7,24,9,0,23,11,0
7,26,9,0,24,13,0
8,27,13,0,24,8,0
8,26,11,0,25,11,0
8,26,11,0,25,10,0
8,26,11,0,24,9,0
8,27,7,0,26,10,0
8,27,9,0,24,10,0
8,28,11,0,21,10,1
9,29,10,0,24,6,0
9,30,11,0,25,10,0
9,31,10,0,27,7,0
9,31,9,0,27,8,0
9,31,7,0,27,9,0
9,27,10,0,29,11,0
9,28,11,0,28,11,0
10,27,11,0,26,10,1
10,29,10,0,25,8,0
10,29,9,0,25,5,0
10,30,10,0,26,9,0
10,28,9,0,27,11,0
10,28,11,0,27,10,0
10,29,8,0,25,10,1
11,29,9,0,23,13,1
11,29,10,0,25,9,0
11,30,9,0,25,8,1
11,29,11,0,25,7,0
11,27,10,0,26,8,0
11,27,12,0,24,8,0
11,27,11,0,25,11,0
12,25,8,0,23,12,1
12,28,7,0,25,14,0
12,27,6,0,25,11,0
12,28,6,0,26,8,0
12,29,8,0,25,12,0
12,29,10,0,25,10,0
12,29,11,0,26,8,0
13,28,10,0,25,8,0
13,29,8,0,25,9,0
13,28,12,0,25,9,0
13,28,11,0,23,12,1
13,27,9,0,23,12,1
13,28,8,0,23,9,0
13,28,6,0,24,10,0
14,29,7,0,24,11,0
14,29,8,0,24,12,0
14,26,13,1,26,12,0
14,29,7,0,27,10,0
14,30,7,0,27,11,0
14,30,8,0,24,14,0
14,31,9,0,26,11,0
15,31,10,0,25,10,0
15,31,8,0,24,10,0
15,32,7,0,24,10,0
15,31,9,0,25,13,1
15,30,10,0,26,14,1
15,29,7,0,26,15,1
15,30,8,0,25,10,1
16,31,9,0,26,10,0
16,29,11,0,26,11,0
16,31,9,0,24,12,1
16,29,9,0,23,10,1
16,31,8,0,25,11,1
16,31,12,0,26,13,0
16,31,12,1,25,14,0
17,32,11,0,24,11,0
17,32,13,0,24,5,0
17,33,11,0,25,6,0
17,33,13,0,26,10,0
17,32,13,0,27,7,0
17,32,10,0,29,8,0
17,32,12,0,29,11,0
18,33,12,0,30,16,0
18,34,14,0,29,14,0
18,33,16,0,29,13,0
18,32,16,0,29,14,1
18,32,15,1,30,13,1
18,32,15,0,29,14,0
18,33,13,0,28,15,1
19,33,12,0,26,13,1
19,32,12,0,28,13,0
19,31,12,0,28,16,1
19,31,11,0,25,16,1
19,31,10,0,24,14,1
19,31,15,0,26,15,0
19,33,13,0,26,16,1
20,31,16,0,25,14,0
20,31,16,0,25,11,0
20,33,13,0,24,14,1
20,39,15,0,26,12,0
20,31,18,0,26,11,0
20,32,15,0,26,10,0
20,32,16,0,24,8,0
21,29,16,0,27,10,0
21,26,14,1,27,12,0
21,33,18,0,29,15,0
21,32,15,0,30,16,1
21,33,18,0,28,12,0
21,34,16,1,28,15,0
21,36,17,0,28,12,0
22,35,18,0,28,12,0
22,32,16,0,29,11,0
22,32,17,0,31,12,0
22,32,14,0,29,15,1
22,32,13,0,28,13,1
22,33,13,0,25,13,1
22,33,19,0,27,13,1
23,33,16,0,26,14,1
23,33,18,0,26,16,1
23,34,17,0,27,14,1
23,33,17,0,26,15,0
23,34,16,0,28,13,0
23,33,17,0,29,12,0
23,32,18,0,29,13,0
24,29,16,1,29,17,1
24,29,15,1,28,12,0
24,29,16,1,26,14,1
24,29,19,0,26,14,0
24,29,17,0,19,15,1
24,26,17,1,20,15,1
24,26,16,1,25,14,1
25,26,17,0,21,15,1
25,27,18,0,19,14,1
25,28,17,0,20,14,1
25,28,19,0,24,13,1
25,27,17,1,24,15,1
25,27,17,0,24,14,1
25,29,16,0,25,14,1
26,28,16,0,24,15,0
26,29,18,0,23,15,1
26,28,16,1,26,16,1
26,26,16,1,25,14,1
26,27,18,0,23,15,1
26,26,16,1,21,15,1
